entry_id,paper_id,doi
212,https://openalex.org/W2113427248,https://doi.org/10.1109/iros.2006.281890
213,https://openalex.org/W2993490189,
214,https://openalex.org/W2088673490,https://doi.org/10.2475/ajs.285.3.207
215,https://openalex.org/W4366463267,https://doi.org/10.1371/journal.pone.0284858
216,https://openalex.org/W3033332516,https://doi.org/10.3389/fmicb.2020.01090
217,https://openalex.org/W3092354405,https://doi.org/10.1093/sleep/zsaa205
218,https://openalex.org/W1990642123,https://doi.org/10.1080/00263206.2010.520423
219,https://openalex.org/W2782431185,https://doi.org/10.1097/spv.0000000000000540
220,https://openalex.org/W1993511448,https://doi.org/10.1128/genomea.01112-13
221,https://openalex.org/W4313354152,https://doi.org/10.4049/jimmunol.120.5.1625
222,https://openalex.org/W2174364750,https://doi.org/10.1051/0004-6361/201527445
223,https://openalex.org/W2101170673,https://doi.org/10.1177/0957926504041016
224,https://openalex.org/W1975905332,https://doi.org/10.1021/ed080p311
225,https://openalex.org/W2935878225,
226,https://openalex.org/W2094093309,https://doi.org/10.1103/physrevlett.95.266801
227,https://openalex.org/W2404195710,
228,https://openalex.org/W2132472890,https://doi.org/10.1504/ijvnv.2008.020940
229,https://openalex.org/W2351659566,
230,https://openalex.org/W2063846991,https://doi.org/10.1139/f38-026
231,https://openalex.org/W2093987286,https://doi.org/10.1179/136485906x78517
232,https://openalex.org/W2582315395,https://doi.org/10.1039/c6sm02650h
233,https://openalex.org/W2908878407,https://doi.org/10.1093/afraf/ady063
234,https://openalex.org/W2123670418,https://doi.org/10.21437/eurospeech.2001-289
235,https://openalex.org/W2157952841,https://doi.org/10.1145/566408.566485
236,https://openalex.org/W2018998367,https://doi.org/10.1021/jo01043a028
237,https://openalex.org/W2149662540,https://doi.org/10.1109/cdc.2006.376908
238,https://openalex.org/W2391165915,
239,https://openalex.org/W4253299505,https://doi.org/10.4133/1.2923176
240,https://openalex.org/W4229916047,https://doi.org/10.2307/2003681
241,https://openalex.org/W2181367659,
242,https://openalex.org/W2029287311,https://doi.org/10.1111/j.1365-2621.1991.tb14650.x
243,https://openalex.org/W2414168629,
244,https://openalex.org/W2950402544,https://doi.org/10.1055/s-2008-1078206
245,https://openalex.org/W2936336033,https://doi.org/10.1002/adma.201900663
246,https://openalex.org/W2159954049,https://doi.org/10.1074/jbc.m110389200
247,https://openalex.org/W2416133443,https://doi.org/10.5144/0256-4947.1998.208
248,https://openalex.org/W1965893732,https://doi.org/10.1021/ac00216a024
249,https://openalex.org/W2237731699,https://doi.org/10.1093/biomet/ast051
250,https://openalex.org/W2952602900,https://doi.org/10.1101/675777
251,https://openalex.org/W4388937696,https://doi.org/10.1109/icccnt56998.2023.10307400
252,https://openalex.org/W2014010145,https://doi.org/10.1080/00028896609342450
253,https://openalex.org/W1692796338,https://doi.org/10.3233/jvr-2002-00163
254,https://openalex.org/W4285218789,https://doi.org/10.3934/nhm.2022024
255,https://openalex.org/W4241662211,https://doi.org/10.1001/jama.274.11.888
256,https://openalex.org/W4231718524,https://doi.org/10.1108/sd-03-2021-0027
257,https://openalex.org/W4200254624,https://doi.org/10.1134/s1070428021100158
258,https://openalex.org/W809908067,
259,https://openalex.org/W2885145541,https://doi.org/10.1152/japplphysiol.00106.2018
260,https://openalex.org/W4286485285,https://doi.org/10.1145/3526196
261,https://openalex.org/W4320083225,https://doi.org/10.26480/seps.02.2022.53.56
262,https://openalex.org/W2938607640,https://doi.org/10.1051/mmnp/2018074
263,https://openalex.org/W4377972219,https://doi.org/10.1109/oncon56984.2022.10126886
264,https://openalex.org/W2281533936,
265,https://openalex.org/W3116807388,https://doi.org/10.3390/en14010184
266,https://openalex.org/W1990150566,https://doi.org/10.1111/j.1523-1739.2005.00694.x
267,https://openalex.org/W1630537031,https://doi.org/10.1111/apaa.12027
268,https://openalex.org/W2526763622,https://doi.org/10.5458/jag.57.121
269,https://openalex.org/W1966872297,https://doi.org/10.1088/1742-5468/2012/02/p02016
270,https://openalex.org/W4389627446,https://doi.org/10.3390/chemistry5040177
271,https://openalex.org/W2914796154,https://doi.org/10.1093/jscr/rjy364
272,https://openalex.org/W2168202045,https://doi.org/10.1061/(asce)cc.1943-5614.0000249
273,https://openalex.org/W3023113355,https://doi.org/10.1142/s0219691305000907
274,https://openalex.org/W2402437913,https://doi.org/10.1109/vts.2016.7477314
275,https://openalex.org/W4232513542,https://doi.org/10.1177/02663821211017045
276,https://openalex.org/W2140530360,https://doi.org/10.1373/49.8.1248
277,https://openalex.org/W2134316053,https://doi.org/10.1109/icosp.2010.5656478
278,https://openalex.org/W2113686079,https://doi.org/10.1109/isecs.2008.61
279,https://openalex.org/W2111983168,https://doi.org/10.1109/55.823575
280,https://openalex.org/W4206074876,https://doi.org/10.1063/5.0075914
281,https://openalex.org/W1989051182,https://doi.org/10.1021/jo016398e
282,https://openalex.org/W4405323738,https://doi.org/10.15376/biores.20.1.994-1007
283,https://openalex.org/W3182602285,
284,https://openalex.org/W4409111608,https://doi.org/10.2147/idr.s508092
285,https://openalex.org/W2095200489,https://doi.org/10.1002/jez.1401720302
286,https://openalex.org/W2618213140,https://doi.org/10.1002/maco.201709550
287,https://openalex.org/W978140055,
288,https://openalex.org/W2001087885,https://doi.org/10.1109/t-ed.1983.21153
289,https://openalex.org/W2128770344,https://doi.org/10.1093/nar/27.2.643
290,https://openalex.org/W2160041463,https://doi.org/10.1146/annurev.pp.07.060156.002035
291,https://openalex.org/W2400850190,
292,https://openalex.org/W991509731,
293,https://openalex.org/W2076273669,https://doi.org/10.7840/kics.2013.38c.10.881
294,https://openalex.org/W2793519403,https://doi.org/10.3356/jrr-17-52.1
295,https://openalex.org/W2244356475,
296,https://openalex.org/W2107296781,https://doi.org/10.1149/1.2129271
297,https://openalex.org/W4313171252,https://doi.org/10.28979/jarnas.1140573
298,https://openalex.org/W2098347847,https://doi.org/10.1002/etc.5620190820
299,https://openalex.org/W2083768554,https://doi.org/10.1117/12.326932
300,https://openalex.org/W4410833365,https://doi.org/10.1021/acsabm.5c00481
301,https://openalex.org/W1989579462,https://doi.org/10.2174/1568026043387601
302,https://openalex.org/W2141561503,https://doi.org/10.1161/01.cir.0000151289.73085.36
303,https://openalex.org/W4403494313,https://doi.org/10.5565/rev/catjl.445
304,https://openalex.org/W2032163832,https://doi.org/10.1063/1.2212065
305,https://openalex.org/W2917375599,https://doi.org/10.3390/f10030209
306,https://openalex.org/W4214854203,https://doi.org/10.1002/met.2050
307,https://openalex.org/W2019876906,https://doi.org/10.1134/s0965544107030097
308,https://openalex.org/W2064082217,https://doi.org/10.1109/raics.2011.6069263
309,https://openalex.org/W2068507120,https://doi.org/10.5125/jkaoms.2014.40.5.205
310,https://openalex.org/W4402379094,https://doi.org/10.3390/ijerph21091191
311,https://openalex.org/W3036912230,https://doi.org/10.1016/j.procs.2020.05.127
312,https://openalex.org/W4403242288,https://doi.org/10.1186/s12933-024-02443-4
313,https://openalex.org/W1903717151,
314,https://openalex.org/W4391303494,https://doi.org/10.1200/jco.2024.42.4_suppl.409
315,https://openalex.org/W2535798284,https://doi.org/10.1109/icpst.2008.4745170
316,https://openalex.org/W2070239699,https://doi.org/10.1111/j.1465-7287.2008.00132.x
317,https://openalex.org/W2577072812,
318,https://openalex.org/W2003085044,https://doi.org/10.1111/j.1467-8586.1985.tb00194.x
319,https://openalex.org/W131645628,
320,https://openalex.org/W2379969136,
321,https://openalex.org/W2594438001,https://doi.org/10.20546/ijcmas.2017.603.050
322,https://openalex.org/W1560567595,
323,https://openalex.org/W2061017524,https://doi.org/10.1136/bmj.1.5902.259
324,https://openalex.org/W1971979886,https://doi.org/10.3171/jns/2008/109/9/0433
325,https://openalex.org/W2078845296,https://doi.org/10.1089/aid.2006.0075
326,https://openalex.org/W2089561096,https://doi.org/10.1051/0004-6361/201220808
327,https://openalex.org/W3208465999,https://doi.org/10.2352/issn.2694-118x.2021.lim-54
328,https://openalex.org/W1486414742,https://doi.org/10.1016/s0021-9258(17)45459-7
329,https://openalex.org/W4384133508,https://doi.org/10.1163/22238980-bja10084
330,https://openalex.org/W2028802574,https://doi.org/10.1002/jcp.24113
331,https://openalex.org/W4205225185,https://doi.org/10.1111/jfpe.13962
332,https://openalex.org/W2090717765,https://doi.org/10.1063/1.1526703
333,https://openalex.org/W2060468038,https://doi.org/10.1530/jrf.0.0610425
334,https://openalex.org/W1995917012,https://doi.org/10.6028/jres.042.020
335,https://openalex.org/W2971073880,https://doi.org/10.21037/tau.2019.07.17
336,https://openalex.org/W1417957957,
337,https://openalex.org/W4307409115,https://doi.org/10.18502/ijml.v9i3.10908
338,https://openalex.org/W2011643017,https://doi.org/10.1182/blood-2007-07-102822
339,https://openalex.org/W2064996709,https://doi.org/10.1207/s15327663jcp0904_3
340,https://openalex.org/W1557665610,
341,https://openalex.org/W2148915027,https://doi.org/10.1111/j.1365-246x.1989.tb02295.x
342,https://openalex.org/W2959206657,https://doi.org/10.21608/jfds.2018.36109
343,https://openalex.org/W4380991471,https://doi.org/10.1016/j.jtemin.2023.100078
344,https://openalex.org/W4407563450,https://doi.org/10.1002/chem.202404630
345,https://openalex.org/W2063859240,https://doi.org/10.1002/hc.20676
346,https://openalex.org/W2050332499,https://doi.org/10.1063/1.1762120
347,https://openalex.org/W4255191645,https://doi.org/10.7146/grs.v50i1.16342
348,https://openalex.org/W2564010705,https://doi.org/10.1109/camad.2016.7790357
349,https://openalex.org/W4224217813,https://doi.org/10.1038/s41598-022-10644-8
350,https://openalex.org/W1975367825,https://doi.org/10.1080/1461670x.2014.897412
351,https://openalex.org/W1820236015,
352,https://openalex.org/W4391679981,https://doi.org/10.1080/2150704x.2024.2311782
353,https://openalex.org/W2578448634,https://doi.org/10.1039/c6ra26994j
354,https://openalex.org/W2758878283,
355,https://openalex.org/W4291008891,https://doi.org/10.3389/fgene.2022.891055
356,https://openalex.org/W2068857175,https://doi.org/10.1021/jm100181s
357,https://openalex.org/W2070585695,https://doi.org/10.1016/j.procs.2014.05.482
358,https://openalex.org/W2159777969,https://doi.org/10.1109/isie.2005.1529090
359,https://openalex.org/W2898181357,https://doi.org/10.1055/a-0753-0259
360,https://openalex.org/W2159560033,https://doi.org/10.1039/c5an01530h
361,https://openalex.org/W2348920469,https://doi.org/10.2174/1874440001610010041
362,https://openalex.org/W2064251451,https://doi.org/10.1002/ps.2780180202
363,https://openalex.org/W4224938567,https://doi.org/10.3390/diagnostics12051086
364,https://openalex.org/W2396552128,https://doi.org/10.21437/interspeech.2013-254
365,https://openalex.org/W3184268401,https://doi.org/10.1002/htj.22263
366,https://openalex.org/W2468170412,https://doi.org/10.20883/jms.2016.102
367,https://openalex.org/W2001936671,https://doi.org/10.1029/00eo00276
368,https://openalex.org/W2156541239,https://doi.org/10.1146/annurev.nucl.54.070103.181218
369,https://openalex.org/W2314607323,https://doi.org/10.3788/ope.20111911.2724
370,https://openalex.org/W4399412652,https://doi.org/10.1109/jphot.2024.3410697
371,https://openalex.org/W2093845460,https://doi.org/10.1111/j.1469-7998.1974.tb03128.x
372,https://openalex.org/W2005025265,https://doi.org/10.1159/000092010
373,https://openalex.org/W2016339031,https://doi.org/10.1063/1.2717532
374,https://openalex.org/W1902670843,
375,https://openalex.org/W2789603457,https://doi.org/10.22034/apjcp.2018.19.4.961
376,https://openalex.org/W3007249673,https://doi.org/10.1364/cleo.1982.fl4
377,https://openalex.org/W4402278678,https://doi.org/10.61453/intij.202203
378,https://openalex.org/W2940843937,https://doi.org/10.1158/1078-0432.ccr-19-0551
379,https://openalex.org/W2963166896,https://doi.org/10.1016/j.disc.2018.02.020
380,https://openalex.org/W2076513413,https://doi.org/10.1111/j.1751-0813.1975.tb09430.x
381,https://openalex.org/W2321679166,https://doi.org/10.1190/1.3627859
382,https://openalex.org/W3126042854,https://doi.org/10.22034/srls.2020.137215.1002
383,https://openalex.org/W2978374674,https://doi.org/10.1080/15569543.2019.1673424
384,https://openalex.org/W3153989856,https://doi.org/10.22037/ijpr.2020.113899.14551
385,https://openalex.org/W3157434688,https://doi.org/10.5194/acp-21-12715-2021
386,https://openalex.org/W2466392678,
387,https://openalex.org/W2254316573,https://doi.org/10.7916/d8g73dhm
388,https://openalex.org/W2334803043,https://doi.org/10.9746/sicetr1965.39.654
389,https://openalex.org/W4243246727,https://doi.org/10.1097/dbp.0b013e3182423352
390,https://openalex.org/W4401953744,https://doi.org/10.1177/10946705241278837
391,https://openalex.org/W1627783114,https://doi.org/10.1371/journal.pone.0129087
392,https://openalex.org/W2066164255,https://doi.org/10.1016/j.procs.2014.07.008
393,https://openalex.org/W2566248419,https://doi.org/10.1007/s00382-016-3452-5
394,https://openalex.org/W2908174161,https://doi.org/10.1109/acp.2018.8595942
395,https://openalex.org/W3113833338,https://doi.org/10.1109/phm-shanghai49105.2020.9281007
396,https://openalex.org/W2061428226,https://doi.org/10.1136/bmj.328.7433.187-a
397,https://openalex.org/W611207818,https://doi.org/10.3130/aija.67.209_2
398,https://openalex.org/W7020378768,
399,https://openalex.org/W2318851179,https://doi.org/10.2534/jjasnaoe1968.1981.150_550
400,https://openalex.org/W2147890406,https://doi.org/10.1109/iceice.2011.5777678
401,https://openalex.org/W2136329206,https://doi.org/10.2528/pierc14031811
402,https://openalex.org/W2113566557,https://doi.org/10.1039/b111048a
