entry_id,paper_id,publication_date,year
172,https://openalex.org/W2091458895,2013-12-07,2013
173,https://openalex.org/W2353369436,2011-01-01,2011
174,https://openalex.org/W2353731818,2005-01-01,2005
175,https://openalex.org/W4240061343,2004-01-01,2004
176,https://openalex.org/W3091852380,2020-08-01,2020
177,https://openalex.org/W7045760459,1992-01-01,1992
178,https://openalex.org/W2994251745,2019-11-30,2019
179,https://openalex.org/W2562753939,2015-01-01,2015
180,https://openalex.org/W3186133257,2021-07-24,2021
181,https://openalex.org/W2970639191,2019-08-28,2019
182,https://openalex.org/W3005325413,2020-02-05,2020
183,https://openalex.org/W2100536962,2000-03-01,2000
184,https://openalex.org/W2809653371,2018-06-20,2018
185,https://openalex.org/W2091089372,2014-01-01,2014
186,https://openalex.org/W2912393079,2018-12-20,2018
187,https://openalex.org/W2082812462,2013-08-22,2013
188,https://openalex.org/W2528884007,2009-03-09,2009
189,https://openalex.org/W2913101416,2019-02-05,2019
190,https://openalex.org/W2980006740,2019-10-07,2019
191,https://openalex.org/W2078771170,2013-02-22,2013
192,https://openalex.org/W2154080178,2011-12-09,2011
193,https://openalex.org/W2917301053,2019-02-01,2019
194,https://openalex.org/W2516946209,2016-01-01,2016
195,https://openalex.org/W2069806761,2008-08-04,2008
196,https://openalex.org/W4296874946,2022-01-01,2022
197,https://openalex.org/W2066559889,1956-05-01,1956
198,https://openalex.org/W1970536528,2008-03-12,2008
199,https://openalex.org/W2052539937,2014-01-01,2014
200,https://openalex.org/W2130452454,2010-09-08,2010
201,https://openalex.org/W2014027580,2015-03-30,2015
202,https://openalex.org/W3208737884,2021-11-01,2021
203,https://openalex.org/W2583977619,2017-01-01,2017
204,https://openalex.org/W2051845225,2007-01-01,2007
205,https://openalex.org/W3158191913,2021-05-02,2021
206,https://openalex.org/W3177801163,2021-07-03,2021
207,https://openalex.org/W2908228793,2013-01-01,2013
208,https://openalex.org/W3148383665,2021-03-30,2021
209,https://openalex.org/W3022858681,2020-04-01,2020
210,https://openalex.org/W1621220271,1980-05-01,1980
211,https://openalex.org/W1984523268,2014-08-01,2014
212,https://openalex.org/W2113427248,2006-10-01,2006
213,https://openalex.org/W2993490189,2000-03-21,2000
214,https://openalex.org/W2088673490,1985-03-01,1985
215,https://openalex.org/W4366463267,2023-04-20,2023
216,https://openalex.org/W3033332516,2020-06-05,2020
217,https://openalex.org/W3092354405,2020-10-06,2020
218,https://openalex.org/W1990642123,2010-11-01,2010
219,https://openalex.org/W2782431185,2018-01-04,2018
220,https://openalex.org/W1993511448,2013-12-26,2013
221,https://openalex.org/W4313354152,1978-05-01,1978
222,https://openalex.org/W2174364750,2015-11-30,2015
223,https://openalex.org/W2101170673,2004-05-01,2004
224,https://openalex.org/W1975905332,2003-03-01,2003
225,https://openalex.org/W2935878225,2012-04-19,2012
226,https://openalex.org/W2094093309,2005-12-19,2005
227,https://openalex.org/W2404195710,1979-12-01,1979
228,https://openalex.org/W2132472890,2008-01-01,2008
229,https://openalex.org/W2351659566,2012-01-01,2012
230,https://openalex.org/W2063846991,1939-04-01,1939
231,https://openalex.org/W2093987286,2006-01-01,2006
232,https://openalex.org/W2582315395,2017-01-01,2017
233,https://openalex.org/W2908878407,2019-01-01,2019
234,https://openalex.org/W2123670418,2001-09-03,2001
235,https://openalex.org/W2157952841,2002-01-01,2002
236,https://openalex.org/W2018998367,1963-08-01,1963
237,https://openalex.org/W2149662540,2006-01-01,2006
238,https://openalex.org/W2391165915,2007-01-01,2007
239,https://openalex.org/W4253299505,2003-01-01,2003
240,https://openalex.org/W4229916047,1965-07-01,1965
241,https://openalex.org/W2181367659,2007-01-01,2007
242,https://openalex.org/W2029287311,1991-07-01,1991
243,https://openalex.org/W2414168629,2015-09-01,2015
244,https://openalex.org/W2950402544,2008-08-22,2008
245,https://openalex.org/W2936336033,2019-04-18,2019
246,https://openalex.org/W2159954049,2002-04-01,2002
247,https://openalex.org/W2416133443,1998-05-01,1998
248,https://openalex.org/W1965893732,1990-09-01,1990
249,https://openalex.org/W2237731699,2014-02-25,2014
250,https://openalex.org/W2952602900,2019-06-19,2019
251,https://openalex.org/W4388937696,2023-07-06,2023
252,https://openalex.org/W2014010145,1966-09-01,1966
253,https://openalex.org/W1692796338,2002-01-01,2002
254,https://openalex.org/W4285218789,2022-01-01,2022
255,https://openalex.org/W4241662211,1995-09-20,1995
256,https://openalex.org/W4231718524,2021-06-01,2021
257,https://openalex.org/W4200254624,2021-10-01,2021
258,https://openalex.org/W809908067,2004-12-01,2004
259,https://openalex.org/W2885145541,2018-08-09,2018
260,https://openalex.org/W4286485285,2022-07-22,2022
261,https://openalex.org/W4320083225,2022-01-01,2022
262,https://openalex.org/W2938607640,2019-01-01,2019
263,https://openalex.org/W4377972219,2022-12-09,2022
264,https://openalex.org/W2281533936,2015-06-30,2015
265,https://openalex.org/W3116807388,2021-01-01,2021
266,https://openalex.org/W1990150566,2005-06-01,2005
267,https://openalex.org/W1630537031,2014-03-01,2014
268,https://openalex.org/W2526763622,2010-01-01,2010
269,https://openalex.org/W1966872297,2012-02-21,2012
270,https://openalex.org/W4389627446,2023-12-12,2023
271,https://openalex.org/W2914796154,2018-12-30,2018
272,https://openalex.org/W2168202045,2011-08-17,2011
273,https://openalex.org/W3023113355,2005-08-22,2005
274,https://openalex.org/W2402437913,2016-04-01,2016
275,https://openalex.org/W4232513542,2021-05-18,2021
276,https://openalex.org/W2140530360,2003-08-01,2003
277,https://openalex.org/W2134316053,2010-10-01,2010
278,https://openalex.org/W2113686079,2008-01-01,2008
279,https://openalex.org/W2111983168,2000-03-01,2000
280,https://openalex.org/W4206074876,2022-01-01,2022
281,https://openalex.org/W1989051182,2002-03-15,2002
282,https://openalex.org/W4405323738,2024-12-02,2024
283,https://openalex.org/W3182602285,2020-11-03,2020
284,https://openalex.org/W4409111608,2025-04-01,2025
285,https://openalex.org/W2095200489,1969-11-01,1969
286,https://openalex.org/W2618213140,2017-05-26,2017
287,https://openalex.org/W978140055,2005-01-01,2005
288,https://openalex.org/W2001087885,1983-05-01,1983
289,https://openalex.org/W2128770344,1999-01-01,1999
290,https://openalex.org/W2160041463,1956-06-01,1956
291,https://openalex.org/W2400850190,1992-01-01,1992
292,https://openalex.org/W991509731,1994-01-01,1994
293,https://openalex.org/W2076273669,2013-10-31,2013
294,https://openalex.org/W2793519403,2018-03-01,2018
295,https://openalex.org/W2244356475,1988-10-21,1988
296,https://openalex.org/W2107296781,1979-08-01,1979
297,https://openalex.org/W4313171252,2022-12-13,2022
298,https://openalex.org/W2098347847,2000-08-01,2000
299,https://openalex.org/W2083768554,1998-10-09,1998
300,https://openalex.org/W4410833365,2025-05-28,2025
301,https://openalex.org/W1989579462,2004-09-01,2004
302,https://openalex.org/W2141561503,2004-12-29,2004
303,https://openalex.org/W4403494313,2024-10-17,2024
304,https://openalex.org/W2032163832,2006-06-12,2006
305,https://openalex.org/W2917375599,2019-02-26,2019
306,https://openalex.org/W4214854203,2022-03-01,2022
307,https://openalex.org/W2019876906,2007-05-01,2007
308,https://openalex.org/W2064082217,2011-09-01,2011
309,https://openalex.org/W2068507120,2014-01-01,2014
310,https://openalex.org/W4402379094,2024-09-08,2024
311,https://openalex.org/W3036912230,2020-01-01,2020
312,https://openalex.org/W4403242288,2024-10-09,2024
313,https://openalex.org/W1903717151,1989-02-01,1989
314,https://openalex.org/W4391303494,2024-01-29,2024
315,https://openalex.org/W2535798284,2008-10-01,2008
316,https://openalex.org/W2070239699,2009-04-01,2009
317,https://openalex.org/W2577072812,2015-11-30,2015
318,https://openalex.org/W2003085044,1985-09-01,1985
319,https://openalex.org/W131645628,2012-01-01,2012
320,https://openalex.org/W2379969136,2008-01-01,2008
321,https://openalex.org/W2594438001,2017-03-10,2017
322,https://openalex.org/W1560567595,2007-11-01,2007
323,https://openalex.org/W2061017524,1974-02-16,1974
324,https://openalex.org/W1971979886,2008-08-29,2008
325,https://openalex.org/W2078845296,2007-03-01,2007
326,https://openalex.org/W2089561096,2013-06-10,2013
327,https://openalex.org/W3208465999,2021-09-20,2021
328,https://openalex.org/W1486414742,1990-11-01,1990
329,https://openalex.org/W4384133508,2023-07-12,2023
330,https://openalex.org/W2028802574,2012-05-07,2012
331,https://openalex.org/W4205225185,2022-01-09,2022
332,https://openalex.org/W2090717765,2002-12-28,2002
333,https://openalex.org/W2060468038,1981-03-01,1981
334,https://openalex.org/W1995917012,1949-03-01,1949
335,https://openalex.org/W2971073880,2020-06-01,2020
336,https://openalex.org/W1417957957,1988-01-01,1988
337,https://openalex.org/W4307409115,2022-10-18,2022
338,https://openalex.org/W2011643017,2007-12-20,2007
339,https://openalex.org/W2064996709,2000-01-01,2000
340,https://openalex.org/W1557665610,2006-01-01,2006
341,https://openalex.org/W2148915027,1989-09-01,1989
342,https://openalex.org/W2959206657,2018-12-08,2018
343,https://openalex.org/W4380991471,2023-06-16,2023
344,https://openalex.org/W4407563450,2025-02-13,2025
345,https://openalex.org/W2063859240,2011-03-23,2011
346,https://openalex.org/W2050332499,1967-02-01,1967
347,https://openalex.org/W4255191645,1999-01-01,1999
348,https://openalex.org/W2564010705,2016-10-01,2016
349,https://openalex.org/W4224217813,2022-04-22,2022
350,https://openalex.org/W1975367825,2014-03-11,2014
351,https://openalex.org/W1820236015,2007-01-01,2007
352,https://openalex.org/W4391679981,2024-02-09,2024
353,https://openalex.org/W2578448634,2017-01-01,2017
354,https://openalex.org/W2758878283,2017-01-01,2017
355,https://openalex.org/W4291008891,2022-08-11,2022
356,https://openalex.org/W2068857175,2010-05-06,2010
357,https://openalex.org/W2070585695,2014-01-01,2014
358,https://openalex.org/W2159777969,2005-01-01,2005
359,https://openalex.org/W2898181357,2018-10-25,2018
360,https://openalex.org/W2159560033,2015-01-01,2015
361,https://openalex.org/W2348920469,2016-05-13,2016
362,https://openalex.org/W2064251451,1987-01-01,1987
363,https://openalex.org/W4224938567,2022-04-27,2022
364,https://openalex.org/W2396552128,2013-08-25,2013
365,https://openalex.org/W3184268401,2021-07-23,2021
366,https://openalex.org/W2468170412,2016-06-30,2016
367,https://openalex.org/W2001936671,2000-08-08,2000
368,https://openalex.org/W2156541239,2005-08-18,2005
369,https://openalex.org/W2314607323,2011-01-01,2011
370,https://openalex.org/W4399412652,2024-06-06,2024
371,https://openalex.org/W2093845460,1974-06-01,1974
372,https://openalex.org/W2005025265,2004-01-01,2004
373,https://openalex.org/W2016339031,2007-03-26,2007
374,https://openalex.org/W1902670843,2006-09-01,2006
375,https://openalex.org/W2789603457,2018-04-25,2018
376,https://openalex.org/W3007249673,1982-01-01,1982
377,https://openalex.org/W4402278678,2022-03-01,2022
378,https://openalex.org/W2940843937,2019-04-23,2019
379,https://openalex.org/W2963166896,2018-01-01,2018
380,https://openalex.org/W2076513413,1975-03-01,1975
381,https://openalex.org/W2321679166,2011-01-01,2011
382,https://openalex.org/W3126042854,2020-10-27,2020
383,https://openalex.org/W2978374674,2019-10-01,2019
384,https://openalex.org/W3153989856,2020-01-01,2020
385,https://openalex.org/W3157434688,2021-08-27,2021
386,https://openalex.org/W2466392678,2009-07-01,2009
387,https://openalex.org/W2254316573,2016-02-04,2016
388,https://openalex.org/W2334803043,2003-01-01,2003
389,https://openalex.org/W4243246727,2011-12-16,2011
390,https://openalex.org/W4401953744,2024-08-28,2024
391,https://openalex.org/W1627783114,2015-06-12,2015
392,https://openalex.org/W2066164255,2014-01-01,2014
393,https://openalex.org/W2566248419,2016-12-19,2016
394,https://openalex.org/W2908174161,2018-10-01,2018
395,https://openalex.org/W3113833338,2020-10-16,2020
396,https://openalex.org/W2061428226,2004-01-22,2004
397,https://openalex.org/W611207818,2002-01-01,2002
398,https://openalex.org/W7020378768,1999-01-01,1999
399,https://openalex.org/W2318851179,1981-01-01,1981
400,https://openalex.org/W2147890406,2011-04-01,2011
401,https://openalex.org/W2136329206,2014-01-01,2014
402,https://openalex.org/W2113566557,2002-03-12,2002
403,https://openalex.org/W1943196152,2000-02-01,2000
404,https://openalex.org/W2028033407,2012-09-01,2012
405,https://openalex.org/W2004001743,1989-07-01,1989
406,https://openalex.org/W2154807788,1998-02-01,1998
407,https://openalex.org/W2029066112,2010-11-01,2010
408,https://openalex.org/W2501626221,2013-01-01,2013
409,https://openalex.org/W2044971671,2007-07-31,2007
410,https://openalex.org/W2810843202,2017-09-12,2017
411,https://openalex.org/W1971902633,2014-06-01,2014
412,https://openalex.org/W1992310059,2006-01-01,2006
413,https://openalex.org/W2903688512,2018-09-25,2018
414,https://openalex.org/W2028070486,2015-03-06,2015
415,https://openalex.org/W2044542088,2012-09-27,2012
416,https://openalex.org/W4390943443,2024-01-17,2024
417,https://openalex.org/W3084378362,2020-01-01,2020
418,https://openalex.org/W1981009593,2003-09-01,2003
419,https://openalex.org/W2783019702,2016-03-30,2016
420,https://openalex.org/W2997190702,2020-01-03,2020
421,https://openalex.org/W1999285551,1999-09-25,1999
422,https://openalex.org/W1986449818,2007-10-01,2007
423,https://openalex.org/W4390002285,2023-01-01,2023
424,https://openalex.org/W1989372072,1985-04-01,1985
425,https://openalex.org/W2408844688,1998-07-01,1998
426,https://openalex.org/W2428217996,2017-02-03,2017
427,https://openalex.org/W3003429224,2020-01-30,2020
428,https://openalex.org/W2999405887,2020-01-17,2020
429,https://openalex.org/W4237846245,2019-11-21,2019
430,https://openalex.org/W1542318124,2012-01-18,2012
431,https://openalex.org/W2061415491,2010-02-16,2010
432,https://openalex.org/W4409347087,2025-04-11,2025
433,https://openalex.org/W2046811860,2009-08-18,2009
434,https://openalex.org/W2466243815,1995-04-01,1995
435,https://openalex.org/W2126374640,2014-10-15,2014
436,https://openalex.org/W2136703956,2007-10-04,2007
437,https://openalex.org/W2530987698,2016-06-06,2016
438,https://openalex.org/W2595885526,2012-10-01,2012
439,https://openalex.org/W4200030757,2021-12-20,2021
440,https://openalex.org/W2122931372,2003-10-15,2003
441,https://openalex.org/W2891803919,2018-08-01,2018
442,https://openalex.org/W3025604908,2020-03-01,2020
443,https://openalex.org/W2045082812,1982-01-01,1982
444,https://openalex.org/W3121972076,2021-01-21,2021
445,https://openalex.org/W4308834707,2022-11-11,2022
446,https://openalex.org/W2725693443,2017-07-01,2017
447,https://openalex.org/W2783348747,2018-01-08,2018
448,https://openalex.org/W1983429602,2007-04-28,2007
449,https://openalex.org/W2023507218,2012-01-17,2012
450,https://openalex.org/W2078000981,2009-03-24,2009
451,https://openalex.org/W2104698360,2002-11-11,2002
452,https://openalex.org/W2333109753,2014-10-11,2014
453,https://openalex.org/W2086546074,1997-03-01,1997
454,https://openalex.org/W4391354382,2024-01-30,2024
455,https://openalex.org/W7066484457,2022-07-21,2022
456,https://openalex.org/W66156882,2000-01-01,2000
457,https://openalex.org/W2146621172,2012-05-12,2012
458,https://openalex.org/W2030511495,1997-05-01,1997
459,https://openalex.org/W2599151800,2016-09-01,2016
460,https://openalex.org/W1967223097,2006-09-01,2006
461,https://openalex.org/W4283323347,2022-06-19,2022
462,https://openalex.org/W2000166867,1994-01-01,1994
463,https://openalex.org/W4405153380,2024-12-08,2024
464,https://openalex.org/W3207098420,2021-09-10,2021
465,https://openalex.org/W4299811687,2013-03-27,2013
466,https://openalex.org/W2093625784,2012-09-10,2012
467,https://openalex.org/W1519849653,2010-04-08,2010
468,https://openalex.org/W4403279057,2024-09-01,2024
469,https://openalex.org/W4246281683,2016-01-01,2016
470,https://openalex.org/W2152386996,2009-11-01,2009
471,https://openalex.org/W2029980535,2008-08-07,2008
472,https://openalex.org/W2081413497,1971-01-01,1971
473,https://openalex.org/W3126393513,2021-01-01,2021
474,https://openalex.org/W2062765198,2010-01-01,2010
475,https://openalex.org/W2103190442,1998-03-01,1998
476,https://openalex.org/W1969709329,2006-12-26,2006
477,https://openalex.org/W2261442271,2015-01-01,2015
478,https://openalex.org/W1981680129,1956-01-01,1956
479,https://openalex.org/W2766884506,2017-10-24,2017
480,https://openalex.org/W4220892867,2022-03-01,2022
481,https://openalex.org/W2044832707,1997-05-01,1997
482,https://openalex.org/W2975859535,2017-08-26,2017
483,https://openalex.org/W2127096583,2000-08-01,2000
484,https://openalex.org/W4404533305,2024-11-21,2024
485,https://openalex.org/W2074094407,2004-04-15,2004
486,https://openalex.org/W2926595850,2025-09-09,2025
487,https://openalex.org/W2084878396,1981-12-01,1981
488,https://openalex.org/W4390055976,2023-12-21,2023
489,https://openalex.org/W2033983619,2015-10-17,2015
490,https://openalex.org/W2529727302,2016-10-01,2016
491,https://openalex.org/W4320081870,1970-01-01,1970
492,https://openalex.org/W2557922677,2016-06-01,2016
493,https://openalex.org/W2050105337,1992-02-01,1992
494,https://openalex.org/W2031471005,2012-01-01,2012
495,https://openalex.org/W4387159753,2023-09-30,2023
496,https://openalex.org/W2124743567,2006-12-01,2006
497,https://openalex.org/W2157112332,2014-11-28,2014
498,https://openalex.org/W2066813507,2008-10-23,2008
499,https://openalex.org/W4285724925,2022-07-18,2022
500,https://openalex.org/W2734546066,2017-05-01,2017
501,https://openalex.org/W2124676934,2002-11-07,2002
502,https://openalex.org/W4409285925,2025-04-09,2025
503,https://openalex.org/W1994246769,2007-06-01,2007
504,https://openalex.org/W3159027287,2021-05-05,2021
505,https://openalex.org/W4235967430,2005-01-01,2005
506,https://openalex.org/W2347417505,2012-01-01,2012
507,https://openalex.org/W2805643535,2018-01-01,2018
508,https://openalex.org/W2188584979,2011-01-01,2011
509,https://openalex.org/W4294190217,2022-09-01,2022
510,https://openalex.org/W1965776119,2002-02-28,2002
511,https://openalex.org/W2529191575,2020-12-17,2020
512,https://openalex.org/W4225142319,2022-04-29,2022
513,https://openalex.org/W3038474036,2020-06-29,2020
514,https://openalex.org/W1994711755,2012-11-01,2012
515,https://openalex.org/W1992454424,2006-07-10,2006
516,https://openalex.org/W2405333646,1979-06-01,1979
517,https://openalex.org/W2180399634,2015-11-19,2015
518,https://openalex.org/W4313175211,2022-01-01,2022
519,https://openalex.org/W2170263563,2013-01-01,2013
520,https://openalex.org/W1761857832,2015-08-14,2015
521,https://openalex.org/W1966548634,2010-01-01,2010
522,https://openalex.org/W4321350227,2023-02-20,2023
523,https://openalex.org/W2406187073,1992-07-01,1992
524,https://openalex.org/W2096268993,2015-02-12,2015
525,https://openalex.org/W2018141968,1997-07-21,1997
526,https://openalex.org/W2149037311,2013-07-29,2013
527,https://openalex.org/W2352770356,2009-01-01,2009
528,https://openalex.org/W4393666402,2023-01-01,2023
529,https://openalex.org/W2292842077,1986-01-01,1986
530,https://openalex.org/W2000339562,1990-10-01,1990
531,https://openalex.org/W4404140421,2024-11-06,2024
532,https://openalex.org/W2021454930,2008-04-30,2008
533,https://openalex.org/W4245819768,2006-04-01,2006
534,https://openalex.org/W2034674838,2010-10-01,2010
535,https://openalex.org/W2562408424,2017-01-02,2017
536,https://openalex.org/W2148457861,2007-05-01,2007
